,TeamNames,Year,Seed,Results,ADJOE,ADJDE,Barthag,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab
2280,Coastal Carolina,2014,16,R64,98.3,102.0,.3946,48,47.5,20.2,18.3,34.2,29.3,38.6,39.6,47.6,46.7,32.6,32.4,67.5,-7.7
2281,UNC Asheville,2014,17,NoTourney,106.8,110.8,.3939,51.4,51.2,19.3,16.8,33.6,34.2,43.4,41.3,48.7,49.2,38.1,36.9,70.3,-9.8
2282,Northeastern,2014,17,NoTourney,100.6,104.5,.3922,48,50.8,20,17.1,32.7,29.7,44.4,33.4,47.7,48.7,32.4,37.1,65.1,-13.6
2283,Charleston Southern,2014,17,NoTourney,105.6,109.7,.3910,51.3,51.9,16.1,16.9,29.9,29.6,34.8,38.3,48.3,47.4,37,40.2,67.5,-12.7
2284,Eastern Washington,2014,17,NoTourney,105.9,110.4,.3826,51.9,50.4,17.5,14.8,29.9,30.2,40.4,41.9,49.5,49.4,37.2,35,71,-10.7
2285,South Alabama,2014,17,NoTourney,102.7,107.1,.3814,46.3,49.1,18.5,16.4,31.6,31.4,36.4,40.8,43.8,47.7,33.3,34.8,66.1,-13.3
2286,Montana,2014,17,NoTourney,106.8,111.5,.3799,54.7,52.8,15.9,18.4,24.7,34.5,42.3,45.6,54.1,52.4,37,35.7,61.6,-8.8
2287,UT Arlington,2014,17,NoTourney,104.4,109.1,.3779,49.9,51.6,18.9,17.1,31.3,31.8,43.3,42.7,48.8,48.4,34.4,37.6,69.7,-9.2
2288,Utah Valley,2014,17,NoTourney,101.5,106.1,.3745,48.8,49.5,17.2,15.8,27.7,28.8,38.7,35.4,48,49.6,33.5,32.8,62.8,-5.9
2289,Army,2014,17,NoTourney,104.7,109.7,.3690,51.1,52.4,18.9,19.9,32,33.5,32.6,35.3,51.4,49.7,33.8,39,68.9,-10.6
2290,North Texas,2014,17,NoTourney,99.7,104.5,.3685,46.5,48.9,18.1,17.6,29.2,30.5,41.3,42.5,44.8,47,34.2,35.5,69.1,-9.5
2291,Marshall,2014,17,NoTourney,99.8,104.7,.3679,46.6,50.3,18.9,19.5,32.8,34.5,42.4,43.5,48,51.1,29.1,32.4,68.9,-15.1
2292,Gardner Webb,2014,17,NoTourney,99.7,104.6,.3651,47.6,50.8,17.9,20,33.2,31.5,41.2,38.7,47.2,51.2,32.5,33.2,66.8,-9.9
2293,Marist,2014,17,NoTourney,100.4,105.4,.3640,46.6,50.6,18.1,19.5,29.7,33,40.3,38.3,43.9,47.5,34.7,38.2,66.3,-12.2
2294,Loyola Chicago,2014,17,NoTourney,102.3,107.5,.3614,51.9,51.2,20.7,18.1,26.8,31.5,38,42.1,51.6,51,35,34.5,63.7,-15.4
2295,High Point,2014,17,NoTourney,105.8,111.3,.3588,52.2,53.7,18.3,18,30.3,33.3,32.4,35,49.7,54.3,38.6,35,64.6,-8.8
2296,Southeast Missouri St.,2014,17,NoTourney,107.5,113.2,.3552,55.1,51.8,18.5,15.9,32.3,29,39.5,43,55.9,49.2,35.6,37.6,70.6,-9.5
2297,Arkansas Little Rock,2014,17,NoTourney,100.0,105.4,.3522,46,49.9,19,18.3,31.3,30.4,41.5,50.2,45.8,48.3,31.1,34.9,68.4,-9.4
2298,Morgan St.,2014,17,NoTourney,99.8,105.3,.3509,46.5,48.6,18.4,19.8,36.1,34,41.5,44.7,49.5,46.6,26.1,35.6,69.6,-10.1
2299,Rider,2014,17,NoTourney,105.2,111.1,.3496,50.6,53.9,19,19.2,31.2,31.6,45.7,43.8,45.7,51.7,39.7,38.5,67.1,-10.5
2300,Bowling Green,2014,17,NoTourney,92.0,97.1,.3495,45.5,47.3,22.1,20.5,30.4,31.2,36.3,38.5,46.4,44.3,28.3,35.6,66.6,-12.7
2301,Winthrop,2014,17,NoTourney,103.2,108.9,.3487,50.9,52.5,18.6,19.9,28.9,30,41,45.1,46.2,51.5,39.3,36.4,66.2,-8.2
2302,Florida Atlantic,2014,17,NoTourney,101.2,106.9,.3470,47.7,47.7,19.5,16.7,33.3,34,36.2,41.4,46.9,46.6,32.7,33.7,65,-15.1
2303,Hampton,2014,17,NoTourney,95.5,101.0,.3454,46.4,45.1,20.2,22.1,32.9,35.1,50.9,53.6,46,41.6,31.6,35.4,71.4,-8.4
2304,FIU,2014,17,NoTourney,100.8,106.6,.3441,48.5,49.4,20.4,18.2,33.2,33.7,42.9,37.5,49.1,49,31.3,33.5,66.7,-8.8
2305,Cal St. Bakersfield,2014,17,NoTourney,100.0,105.8,.3430,49.5,49,21,19,34.3,31.5,38.7,52.5,45.4,50,38.6,31.4,65.4,-14.3
2306,Lafayette,2014,17,NoTourney,108.7,115.2,.3382,53.7,54.3,18.9,17.7,27.4,33.7,33.3,35.8,50.6,53.4,39.7,37.2,66.3,-13.7
2307,Air Force,2014,17,NoTourney,98.9,104.9,.3360,49.5,50.9,20.5,17.8,26.4,30.2,37.1,43.9,49.6,51.1,32.9,33.7,65.5,-10.7
2308,Radford,2014,17,NoTourney,107.1,113.7,.3359,51.9,52.4,15.8,17.5,31.5,31.5,40.4,39,51.3,50.4,35.7,38.3,67.8,-8.1
2309,Sacramento St.,2014,17,NoTourney,104.0,110.4,.3345,50.9,52.7,17.6,18.1,29.9,31.1,35.1,48.5,48.8,53,37,34.9,64.3,-12.1
2310,Texas A&M Corpus Chris,2014,17,NoTourney,103.4,109.8,.3337,51.8,50.9,19.2,18.5,34.3,32.3,43.9,45.3,50.6,50.8,37.2,34,62.2,-9.4
2311,Cal St. Northridge,2014,17,NoTourney,105.1,111.7,.3323,48.9,52.1,18.2,17.3,33,31.2,48.8,41.9,47.3,52.3,36.4,34.6,68.9,-12.3
2312,Hartford,2014,17,NoTourney,101.2,107.6,.3317,54.2,51.3,21.7,20.4,24,32,38.9,41.3,52.4,51.2,37.6,34.3,63.8,-10.8
2313,Texas Southern,2014,16,R68,106.1,112.9,.3293,51.7,50.2,19.3,15.8,33.6,31.2,49.3,29.8,50.7,48.9,35.8,35.6,67.6,-9.7
2314,Norfolk St.,2014,17,NoTourney,101.9,108.5,.3252,50.1,49.4,20.4,19.1,36.8,32.7,38.4,44.6,49.5,47.8,34.4,34.7,64.4,-9.5
2315,Seattle,2014,17,NoTourney,99.6,106.1,.3248,48.7,49.1,20.1,18.3,36.4,31.2,33.8,48,47.1,47.5,34.2,34.8,67.2,-12.4
2316,Saint Peter's,2014,17,NoTourney,97.7,104.1,.3230,45.7,47.6,18.7,18.1,30.9,31.6,42.1,40.9,45,46.5,31.6,33.3,62.5,-11.1
2317,Grand Canyon,2014,17,NoTourney,104.5,111.5,.3214,49.2,49.8,18.9,14.5,27.4,29.2,52.1,40,47,48.5,35.1,35.4,67.1,-8.7
2318,Illinois Chicago,2014,17,NoTourney,101.3,108.1,.3208,46.1,53.1,19,16.6,30.4,28.1,39.2,49.9,44.8,51.4,32.6,37.8,66.4,-18.3
2319,Northern Colorado,2014,17,NoTourney,108.3,115.5,.3208,53.9,54.1,17.2,19,33.4,30.9,37.6,40.7,52.7,52.7,37.9,37.9,64.4,-8.8
2320,Idaho,2014,17,NoTourney,104.9,112.0,.3201,50.3,51.5,16.9,15.1,30.7,30.8,44.8,41.2,48.7,52,35.6,33.7,67.3,-12.6
2321,Hofstra,2014,17,NoTourney,105.0,112.2,.3189,48.4,51.9,18.8,15.3,35.5,30.9,45.1,41.2,47.2,49.4,33.4,37.7,65.5,-16
2322,East Tennessee St.,2014,17,NoTourney,102.8,109.8,.3181,49.3,50.7,16.3,19.6,27.4,32.2,42.8,42,46.4,51.4,36.1,33,70.2,-10.7
2323,Troy,2014,17,NoTourney,101.4,108.4,.3167,47.5,50.5,18.8,17.9,32.8,32.3,43.9,30.6,45.4,51.4,33.9,32.5,65.1,-14.2
2324,Fairfield,2014,17,NoTourney,96.3,103.2,.3118,46,47.1,21.8,16.6,30.5,29.1,34.6,58.6,43.6,45.3,33.3,34.6,66.4,-17.5
2325,Penn,2014,17,NoTourney,98.6,105.7,.3087,49.7,48.9,22.9,18.2,28.6,34.5,39.1,49.5,50.3,44.4,32.1,38.3,70.1,-12.9
2326,Tennessee Tech,2014,17,NoTourney,100.3,107.6,.3079,50,51.5,22.4,19.5,35.5,31.6,46.1,54.3,50.5,50.5,32.6,35.6,68.1,-10.7
2327,Western Carolina,2014,17,NoTourney,102.5,110.0,.3062,48.2,50.5,17.8,19.8,35.4,32.7,36.8,58,46.1,50.8,34.9,33.2,67.7,-9.9
2328,Lehigh,2014,17,NoTourney,96.8,104.0,.3049,48.8,48.1,18,16.8,26.1,32.4,32.7,31.1,46.5,46.7,35.9,34,66.2,-11.5
2329,Louisiana Monroe,2014,17,NoTourney,96.5,103.9,.2990,47,49.2,19.7,16.5,30.3,31.3,35.5,38.2,47,48.8,31.4,33.3,63.4,-10.2
2330,Dartmouth,2014,17,NoTourney,102.0,109.9,.2987,49.2,51.8,18.8,19.6,31.6,27.2,36.3,49.9,45.7,49.6,38.1,37.4,64.2,-10.4
2331,Cal St. Fullerton,2014,17,NoTourney,99.9,108.0,.2907,48.1,50.7,17.8,17,29.1,29.1,38.1,45.9,47.3,50.6,33.1,34,67.3,-13.8
2332,Texas St.,2014,17,NoTourney,94.8,102.6,.2870,47.5,51.9,21.5,19.2,29.7,28.9,33.6,43.4,48,47.9,30.7,40,63.1,-16.5
2333,North Dakota,2014,17,NoTourney,103.7,112.5,.2819,49.9,55.4,16.4,20.9,30.7,31.7,41.6,48.4,50.8,55.2,32,37.3,69.7,-10.7
2334,James Madison,2014,17,NoTourney,98.1,106.5,.2814,45.7,49.1,18.8,18.4,29.7,31.8,47.4,44.4,48.2,46.8,27.3,35.1,65.5,-13.5
2335,UNC Wilmington,2014,17,NoTourney,95.7,103.8,.2809,44,50.4,17.6,17.3,31.4,34.2,32.3,41.9,44.6,49.7,28.3,34.4,64.4,-15.9
2336,Lipscomb,2014,17,NoTourney,102.5,111.3,.2803,51.3,54.2,17.5,20.1,25.8,31.5,47.9,48.7,49.7,55.2,35.5,35.1,70.4,-9.8
2337,Idaho St.,2014,17,NoTourney,103.1,112.0,.2793,49.4,53.9,18.9,19.2,35.4,31.8,45.4,35.3,47.8,50.7,35.6,38.7,64.6,-13.4
2338,Northern Arizona,2014,17,NoTourney,99.9,108.5,.2788,49.9,53,19.6,18.4,33.1,28,34.3,40.1,48.9,49.3,35,40.1,64.1,-12
2339,South Dakota,2014,17,NoTourney,100.4,109.3,.2746,48.7,51.6,18.9,15.9,25.7,30.5,39.8,37.8,46.7,47.8,35.2,39.2,67.3,-11.8
2340,North Florida,2014,17,NoTourney,101.8,110.8,.2733,49.4,51.3,21.9,15.5,34,31.1,40.5,40.2,47.4,50.1,35.4,36.3,68.8,-8.9
2341,Monmouth,2014,17,NoTourney,95.7,104.4,.2685,46.8,51.2,20.5,21.3,33.7,30.9,40.6,48.6,45.4,50,33.6,35.3,68.3,-14.7
2342,Niagara,2014,17,NoTourney,100.5,110.2,.2592,47.2,54.7,18.5,20.2,32.1,34.5,48.6,50.6,48,53.3,30,38.4,72.4,-19.3
2343,Austin Peay,2014,17,NoTourney,100.6,110.4,.2559,52.6,53.3,21.4,19.9,29.6,35.1,49.3,34.9,53.5,52.7,33.5,36.2,70.9,-13.8
2344,Western Illinois,2014,17,NoTourney,93.9,103.1,.2545,49.1,48.6,21.6,18.7,24.9,28.6,38.9,47.1,48.3,46.9,34,34.8,62.6,-14.4
2345,Portland St.,2014,17,NoTourney,101.5,111.5,.2540,51.7,53.3,17.1,19.5,26.3,32.5,39.6,41.5,50.5,52.9,36.1,36.4,66.5,-10.4
2346,Chattanooga,2014,17,NoTourney,99.9,109.8,.2511,47.4,51.5,18.9,17.9,34.1,32.4,44.6,36.1,46.7,51.7,32.5,34,68.8,-9.7
2347,Central Michigan,2014,17,NoTourney,106.1,116.8,.2493,49.3,57,16.5,19.5,29,32.1,37.1,39.7,50.8,58.3,31.6,36.5,65.6,-15.8
2348,Incarnate Word,2014,17,NoTourney,101.3,111.5,.2483,52.3,51,18.4,19.5,31.2,30,41.3,41.5,50.6,46.2,37.1,41.9,69.6,-4.5
2349,UMKC,2014,17,NoTourney,97.5,107.4,.2462,48.2,52.5,18.3,19.3,25.7,31.2,40.9,43.3,49.4,52.7,30.5,34.7,70.3,-12.9
2350,Liberty,2014,17,NoTourney,101.5,111.9,.2455,49.9,51,20.5,15.1,38,29.9,34.5,38.1,48.4,50,35.7,35,64.6,-16.7
2351,Savannah St.,2014,17,NoTourney,91.3,100.8,.2425,46.3,45.4,23.9,21.4,31.8,35,38.9,49,46.3,45.4,30.8,30.3,64.9,-12.5
2352,Tulane,2014,17,NoTourney,99.1,110.0,.2321,47.4,50.7,20.1,16.6,30.1,31.8,49.5,40.7,44.6,49.3,35.1,35.4,63.5,-9.7
2353,Rice,2014,17,NoTourney,95.1,105.8,.2266,48.2,49.5,19.6,16.8,21.3,30.5,31.9,46.4,47.9,48.3,32.4,34.7,64.1,-16.3
2354,UC Riverside,2014,17,NoTourney,96.9,108.4,.2165,46.5,49.3,19.4,17.4,29.3,30.7,41.8,43,47.2,45.9,29.7,38.2,67.7,-15.7
2355,Chicago St.,2014,17,NoTourney,97.4,109.0,.2150,46.8,52.5,17.1,22.1,27,37,33.8,53.6,45.1,52.1,33.3,35.5,69.5,-12.6
2356,Ball St.,2014,17,NoTourney,96.7,108.3,.2137,46.6,51.5,25,16.3,34,30.4,42.6,45.4,46.3,52.3,31.5,33.1,67.4,-17.9
2357,Fairleigh Dickinson,2014,17,NoTourney,100.8,113.0,.2119,47.7,51.2,17.6,18.4,30.3,38.1,35.7,47.8,45,49,35,37,66.6,-14
2358,Eastern Illinois,2014,17,NoTourney,99.0,111.1,.2087,48.7,53.6,20.1,17.8,30.6,30.7,41.8,45.7,48.7,50.3,32.5,40.3,65.6,-13.7
2359,Georgia Southern,2014,17,NoTourney,97.9,110.1,.2072,48.8,51.8,17.9,18.1,30.3,30.3,36.9,32.8,48.4,51.5,33,34.9,66.7,-14.5
2360,UT Rio Grande Valley,2014,17,NoTourney,93.9,105.7,.2029,45.3,50.8,17.8,21.1,29.2,34.6,35.8,46.4,46.7,51.3,27.9,33.2,66.1,-18.1
2361,Loyola MD,2014,17,NoTourney,96.1,108.3,.2022,44.9,52.8,18.3,20.9,30.5,35.4,41.1,40.3,44.1,48.3,31.5,41.5,66.4,-12.9
2362,SIU Edwardsville,2014,17,NoTourney,99.9,112.7,.1998,52.3,55.5,20.1,19.5,29.2,33.2,37.9,40.8,50.6,57.7,37.1,33.9,67.5,-15.5
2363,UTSA,2014,17,NoTourney,100.8,113.9,.1971,47.9,54.9,23.2,17.1,34.5,33.1,51.5,44,46.6,54.3,33.4,37.3,68.6,-14.9
2364,Navy,2014,17,NoTourney,93.7,106.0,.1943,45.8,51.2,20,20.8,29.7,29.8,29.4,43.2,43.7,49.8,32.9,35.7,63.6,-15.8
2365,Jacksonville,2014,17,NoTourney,102.9,116.6,.1927,48.9,55.7,19.4,18.9,32.7,35.2,42.2,38.9,48.3,54.2,33.5,39,69.7,-12.8
2366,Coppin St.,2014,17,NoTourney,99.5,112.7,.1924,45.3,53.1,17.2,19.3,30.2,36.8,40.2,35.8,43.1,53.1,32.4,35.4,68.1,-13.8
2367,UC Davis,2014,17,NoTourney,101.9,115.6,.1899,49.9,55.8,17.3,18.3,23.9,35.6,37.2,38.8,48.3,54.4,34.9,39.2,67,-16.4
2368,Tennessee St.,2014,17,NoTourney,99.8,113.4,.1872,47.1,52.3,18.4,16.6,31.9,33,43,51.4,48.4,52.8,29.4,34.1,65.5,-18.2
2369,San Jose St.,2014,17,NoTourney,92.8,105.6,.1851,44.7,50,20.3,14.9,28.1,30.5,33,45.9,40.7,48.5,32.8,35.2,66.3,-15.3
2370,Northern Kentucky,2014,17,NoTourney,102.5,117.0,.1797,50.6,53.3,17.8,16.8,28.4,32.2,35.7,48.8,49.4,51.7,34.9,37.7,63.4,-16.1
2371,Nicholls St.,2014,17,NoTourney,97.4,111.3,.1768,49.8,51.7,18.2,19.2,28.2,31.2,39.5,60.7,52.2,52.2,30.4,33.7,65.5,-10.4
2372,Central Connecticut,2014,17,NoTourney,97.2,111.1,.1759,48.1,50.9,19.9,18.2,28.8,36.4,29.6,34.2,47.3,48.8,33.5,36.6,70.2,-14.6
2373,Jackson St.,2014,17,NoTourney,93.0,106.5,.1745,45.2,49.4,21.9,21.2,33.4,30.3,40.3,55.8,45.6,47.9,29.3,34.7,67.1,-15.3
2374,Alabama A&M,2014,17,NoTourney,91.6,105.0,.1731,46.3,45.2,19.8,20.2,27.6,34.2,41.5,54.6,45,44.5,32.3,31.4,65.8,-12.4
2375,Montana St.,2014,17,NoTourney,94.7,108.6,.1714,48,53.8,18,19.6,25.8,27.4,39.3,38.7,46.8,52.6,33.8,37.3,65.9,-13.2
2376,Tennessee Martin,2014,17,NoTourney,102.7,117.9,.1694,48.1,58.8,16.2,19.5,30,32.7,35.1,49.7,45.8,59.4,34.9,38.2,69.6,-17.5
2377,Sacred Heart,2014,17,NoTourney,98.0,112.6,.1677,46.7,52.3,17.6,18.4,32.4,33,35.7,44.2,45.5,52.8,32.7,34.2,68,-21.2
2378,Jacksonville St.,2014,17,NoTourney,96.9,111.5,.1675,46.4,53.7,17.5,19.3,31.1,34.7,41.4,47.6,45.9,52,31.6,38.7,62.8,-15.8
2379,Southeastern Louisiana,2014,17,NoTourney,98.0,112.6,.1673,50,50.6,18.5,15.9,25.3,33.5,39,43.9,47.5,50.9,36.5,33.3,65,-14
2380,Florida A&M,2014,17,NoTourney,93.9,108.1,.1649,44.4,47.8,20.4,20.6,35.6,35.8,33.9,56.3,42.5,47.2,32.3,32.8,71.7,-13.6
2381,LIU Brooklyn,2014,17,NoTourney,102.5,118.3,.1612,49.4,54.6,18.6,15.6,31,33.9,37.8,30.9,47.8,52.5,34.5,39,68.1,-15.2
2382,St. Francis PA,2014,17,NoTourney,95.8,110.7,.1598,47.6,52.4,17,17.5,26,32.2,32.7,30.1,47.3,50.8,32,37.5,63,-15.8
2383,UNC Greensboro,2014,17,NoTourney,94.3,109.3,.1549,47.3,50.5,19.6,17.2,28.6,28.5,37.8,47.5,46.1,50.5,33.6,33.7,70.5,-13.2
2384,Arkansas Pine Bluff,2014,17,NoTourney,92.3,107.1,.1531,47,54,22.3,23.9,29.2,33.4,41.1,50.7,44.7,53.3,34.1,36.8,66.7,-12
2385,NJIT,2014,17,NoTourney,95.1,110.4,.1529,48,50.3,18.6,18.8,26.1,32.7,38.8,47.5,45,49.8,35.7,34.1,68.8,-12.4
2386,Delaware St.,2014,17,NoTourney,97.3,112.9,.1523,46.3,49.5,19.5,18.1,29,35.7,38.7,41.1,45.8,51.5,31.6,30.7,59.9,-15.7
2387,McNeese St.,2014,17,NoTourney,96.2,112.2,.1462,44.1,51.8,18.2,18.9,32.8,36.1,33.6,36.6,43.5,48.3,30.2,38.9,67.9,-12.6
2388,Samford,2014,17,NoTourney,99.8,117.1,.1366,51.8,53.3,18.9,17.1,27.1,33.7,38.9,49.1,53,52.3,32.6,36.8,67.3,-15.3
2389,Alabama St.,2014,17,NoTourney,95.1,111.7,.1352,45.5,49.7,17.6,21.4,33.3,34.7,40.7,40,47.2,50.9,28,31.4,67.5,-9.4
2390,Campbell,2014,17,NoTourney,97.3,114.5,.1336,51.3,52,20.3,16,31,36.2,27.4,37,50.2,51.7,35.1,35.1,63.8,-14.8
2391,Central Arkansas,2014,17,NoTourney,95.5,112.4,.1330,49.3,52,20.3,19.2,28,37.8,38.2,49,46.9,52,36.7,34.5,72.2,-16.5
2392,IUPUI,2014,17,NoTourney,96.7,113.9,.1322,46.5,54.1,17.2,15.3,22.7,31.9,32.6,33.2,46.8,53.6,30.4,37,66.3,-19.8
2393,Cornell,2014,17,NoTourney,101.2,119.4,.1297,46.7,56.8,18.2,15.5,28.1,32.7,28.2,47,46.5,54.4,31.4,41,66.1,-18.5
2394,Alcorn St.,2014,17,NoTourney,93.2,110.0,.1289,45.2,49.5,17.8,19.1,28.6,34.5,41.4,41.4,45.2,48.2,30.1,34.8,63.8,-14.9
2395,Prairie View A&M,2014,17,NoTourney,95.4,112.8,.1269,46.8,51.8,20.4,19.5,31.1,36.9,40.6,50.1,44.8,51.7,33.9,34.7,67.5,-17.2
2396,Binghamton,2014,17,NoTourney,92.3,109.6,.1225,43.9,52.8,21.5,19.8,29.1,32.4,44.2,40.8,41.5,49.6,32,38.5,66.2,-18
2397,New Orleans,2014,17,NoTourney,94.7,112.8,.1187,46.7,53.2,23.4,19.7,34.1,33.1,51.8,42.5,45.6,52.7,32.9,36.4,71.8,-10.2
2398,New Hampshire,2014,17,NoTourney,89.4,106.6,.1167,43.7,46.6,20.5,17,27.3,29.1,32.3,43.8,39.7,46.5,32.9,31.3,62.7,-19.3
2399,Lamar,2014,17,NoTourney,94.0,112.6,.1107,46.7,54.5,20.2,18.5,27.6,34.2,39.8,38.5,46.8,53.5,30.8,37.9,68.8,-21.2
2400,UMass Lowell,2014,17,NoTourney,93.9,112.9,.1071,45.6,50.3,20.8,18.2,28,36,38.8,35.5,43.9,51.7,32.1,31.8,65,-12.4
2401,Kennesaw St.,2014,17,NoTourney,92.2,111.0,.1063,47.2,51.2,23.8,18.1,31,34.8,38.3,47.3,45.3,51.4,34,33.8,67.9,-19.8
2402,Appalachian St.,2014,17,NoTourney,91.3,109.9,.1057,44.2,52.7,18.7,18.9,33.4,31.3,41.1,43.1,44.3,51.6,29.4,37.1,66.3,-16.5
2403,UMBC,2014,17,NoTourney,90.9,109.8,.1026,45.4,51.3,21.3,21.7,29.1,31.3,40.2,57.4,44.7,49.5,31.1,36.3,68.6,-15.2
2404,Howard,2014,17,NoTourney,87.6,105.8,.1017,42.1,49.9,24,21.3,31.8,36.3,49.3,54.4,38.9,49.8,32.9,33.4,67.6,-19
2405,Stetson,2014,17,NoTourney,93.9,113.8,.0992,47.1,53.2,19.4,18.8,27.5,36.3,36.7,38,48.8,51.7,29.2,37.2,63.5,-18.2
2406,Furman,2014,17,NoTourney,94.0,114.0,.0977,48.8,52.5,20.9,16.1,26.5,34.9,40.6,29.9,48.9,51,32.4,37,65.2,-16
2407,North Carolina A&T,2014,17,NoTourney,93.1,113.0,.0975,42.7,50.1,22.1,17.9,33.4,32.1,58.6,54.4,41.9,47.8,29.5,35.9,67.2,-17.9
2408,Houston Baptist,2014,17,NoTourney,91.5,111.1,.0968,46.3,50.9,22.4,16.4,30.6,33.6,39.5,43.2,44.8,51,33.7,33.7,69.5,-19.7
2409,Maryland Eastern Shore,2014,17,NoTourney,99.2,120.6,.0950,45,54.3,18.7,19,32.3,35.9,42.3,43.6,43.4,53,32.1,38.1,66.8,-18.7
2410,Bethune Cookman,2014,17,NoTourney,96.1,117.1,.0929,45.7,51.7,19.7,19.7,31.8,38.7,34.1,53.4,41.3,51.1,35.8,35.3,62.4,-20.5
2411,Longwood,2014,17,NoTourney,95.7,117.1,.0892,47.1,55.7,18.8,18.2,26.8,35.3,30.9,44.4,45.6,55.2,34.1,37.7,68.4,-19
2412,Abilene Christian,2014,17,NoTourney,95.1,116.4,.0889,47.2,56.4,22.3,18,24.9,33.8,42.3,48.3,42.3,56.8,37.3,37.1,64.9,-14.1
2413,Maine,2014,17,NoTourney,94.1,115.3,.0884,48.9,53.2,20.3,17.6,24.5,35.5,33.9,39.4,48.7,52.9,32.9,36.1,74.8,-17.7
2414,The Citadel,2014,17,NoTourney,96.0,117.8,.0870,47.7,51.6,19.2,14.8,27,34.6,34.4,36.4,45.1,51.1,35.7,35.1,65.6,-20.1
2415,South Carolina St.,2014,17,NoTourney,91.2,112.0,.0857,43.5,50.2,22.5,17.7,35.5,34.3,33.6,44.6,44.2,50,28,33.8,66.6,-16
2416,Mississippi Valley St.,2014,17,NoTourney,93.3,115.5,.0794,45.3,54.8,20.3,18.6,29.9,32,36.1,49.3,44.7,54.5,31.1,37.2,72.9,-18.1
2417,Presbyterian,2014,17,NoTourney,94.6,118.2,.0712,50.1,54.1,19.1,15,21.6,34.5,30.6,28.3,49.2,52.7,34.7,37.7,65.4,-21.7
2418,Grambling St.,2014,17,NoTourney,94.5,122.4,.0486,46.5,57.4,21.9,18.3,30.6,36.1,40.5,40.5,45.3,57.7,32.5,37.9,68.4,-19.3
2419,Southern Utah,2014,17,NoTourney,88.1,114.2,.0486,44.7,53.1,21.4,16.6,23.8,34.2,39.3,57.7,43.1,51.4,32.6,38.3,65.4,-21.9
2420,Kentucky,2015,1,Final Four,120.3,84.0,.9842,51.5,39.6,16.3,21.3,39.5,31.8,43.9,31.7,51.2,39.1,34.9,27.1,63.5,13.1
2421,Duke,2015,1,CHAMPS,125.2,90.6,.9764,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7
2422,Wisconsin,2015,1,Finals,129.1,93.6,.9758,54.8,47.7,12.4,15.8,32.1,23.7,36.2,22.4,54.8,44.7,36.5,37.5,59.3,11.4
2423,Arizona,2015,2,Elite Eight,117.5,86.9,.9700,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36,33.5,66.7,9
2424,Villanova,2015,1,R32,121.9,91.1,.9663,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53,45.3,38.9,30.5,64.7,11.3
2425,Virginia,2015,2,R32,112.1,84.1,.9648,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,58.4,1
2426,Utah,2015,5,Sweet Sixteen,114.9,88.7,.9513,55.2,43,18.2,18.3,31.3,28.4,43.4,34.3,52.3,41.4,40.1,31.2,61.4,3.7
2427,North Carolina,2015,4,Sweet Sixteen,119.6,92.5,.9507,51.6,45.4,18.2,17.7,40,31.2,35.2,37.8,50.9,45.6,35.8,30,69.9,6.5
2428,Gonzaga,2015,2,Elite Eight,120.2,93.1,.9498,57.9,44.2,16.1,17.1,33.9,28,38.7,30.5,57,42,40,33,65.2,7.8
2429,Notre Dame,2015,3,Elite Eight,125.3,98.6,.9401,58.3,47.9,14.5,17.3,27.9,32.2,36.7,24.1,58.2,47.4,39,32.6,63.9,8.6
2430,Oklahoma,2015,3,Sweet Sixteen,111.6,88.5,.9349,49.3,44.1,17.6,19.7,31.5,31.4,32.8,28.4,48.2,42.2,34.3,31.7,67.5,4.5
2431,Michigan St.,2015,7,Final Four,116.3,92.6,.9327,53.2,44.9,17.5,16.5,33.5,27,32.7,39,50.8,43.8,38.5,31.5,63.9,3.1
2432,Baylor,2015,3,R64,116.3,92.7,.9316,49.8,45.8,20.1,19.3,41.9,31.5,38.6,32.1,46.1,46.4,38.2,29.8,62.1,5
2433,Kansas,2015,2,R32,113.6,90.6,.9308,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,67.2,9
2434,Louisville,2015,4,Elite Eight,109.4,87.4,.9290,47.7,44,17.2,21.3,34.7,30.8,38.7,33.3,48.4,43.3,30.7,30.3,65.6,5.8
2435,Wichita St.,2015,7,Sweet Sixteen,114.3,91.5,.9277,50.3,45.8,15,21.3,34.5,27.4,36.2,36.6,48.9,42.6,35.4,35.3,62.6,4.2
2436,Northern Iowa,2015,5,R32,115.4,93.0,.9228,55.9,45.6,17.8,19.2,27,26.9,39.8,27,53.3,44,39.8,32.1,58.5,5.4
2437,Iowa,2015,7,R32,114.0,92.0,.9211,48.1,45.6,17.1,18.9,35.6,30.3,38,29.1,47.3,43.7,33.3,32.6,64.6,2.1
2438,Butler,2015,6,R32,108.5,88.6,.9115,48.4,46.7,17,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,63.9,3.5
